CO_ID,CL_ID,DATA_INT,QTD_TOTAL_ITENS,QTD_PRODUTOS_DIFERENTES,PRODUTOS,DATA_COMPRA,index,GENERO,ESTADO_CIVIL,NUMERO_FILHOS,SEGMENTO_ECONOMICO,MES_ANO
102874,312,2019-09-06,48,44,"['AZEITONA', 'BANANA', 'BATATA', 'BROCOLIS', 'CEBOLA', 'CHA', 'DANETTE', 'DOCE', 'MACARRAO INSTANTANEO', 'MAMAO', 'MOLHO BARBECUE', 'PAPINHA INFANTIL', 'PRESUNTO COZIDO', 'QUEIJO MUSSARELA', 'SARDINHA', 'UVA', 'ENXAGUANTE BUCAL', 'SHAMPOO', 'AMACIANTE', 'CERA', 'DESENGORDURANTE', 'TIRA MANCHA', 'VASSOURA', 'TINTURAS', 'TALCO', 'SNACKS', 'SHAMPOO', 'SARDINHA', 'RICOTA', 'RACAO UMIDA PARA CAES', 'RACAO SECA PARA GATOS', 'PRESUNTO COZIDO', 'PAPEL HIGIENICO', 'PAO DE FORMA', 'MACARRAO INSTANTANEO', 'LENCO UMEDECIDO', 'LEITE', 'GRANOLA', 'FRALDA', 'FEIJAO', 'CREME', 'COGUMELOS', 'CERA', 'ATUM']",2019-09-06,311,M,Casado ou União Estável,0,A,2019-09
102903,90,2019-09-06,47,44,"['CHUPETA', 'ABACATE', 'ABACAXI', 'BROCOLIS', 'DOCE', 'GRANOLA', 'LEITE', 'LEITE CONDENSADO', 'MACARRAO', 'PALMITO', 'SARDINHA', 'ABSORVENTE', 'FRALDA', 'AGUA SANITARIA', 'LIMPADOR MULTIUSO', 'TIRA MANCHA', 'TOMATE', 'REMOVEDOR', 'REFRIGERANTE GUARANA', 'REFRIGERANTE COLA', 'PASTA DE DENTE', 'OVOS', 'MODELADOR', 'MANGA', 'MAMAO PAPAYA', 'MAMAO', 'MACARRAO INSTANTANEO', 'LINGUICA', 'LEITE', 'HASTES FLEXIVEIS', 'FIXADOR', 'ESCOVA DE DENTE', 'ENXAGUANTE BUCAL', 'ENERGETICO', 'DOCE', 'COPA SUINA', 'CONDICIONADOR', 'CHA', 'CAFE', 'BROCOLIS', 'BATATA', 'BANANA', 'AZEITONA', 'ARROZ']",2019-09-06,89,F,Divorciado,2,B,2019-09
103001,513,2019-09-06,33,33,"['CEBOLA', 'CORACAO DE FRANGO', 'GRANOLA', 'MAMAO PAPAYA', 'PAPINHA INFANTIL', 'PATE', 'REFRIGERANTE LIMaO', 'ABSORVENTE', 'FIO DENTAL', 'HIDRATANTE', 'REPELENTE', 'SABONETE', 'ALCOOL', 'RACAO SECA PARA CAES', 'UVA', 'SHAMPOO', 'SABAO', 'RODO', 'REQUEIJAO', 'QUEIJO DE CABRA', 'PRESUNTO COZIDO', 'PRESUNTO COZIDO', 'PASTA DE DENTE', 'MORTADELA', 'LINGUICA', 'LATA DE ERVILHA', 'INSETICIDA', 'GEL', 'FEIJAO', 'COXA E SOBRECOXA DE FRANGO', 'CHUPETA', 'CERA', 'AZEITONA']",2019-09-06,512,F,Solteiro,3,B,2019-09
103043,331,2019-09-06,75,68,"['ABACATE', 'ALHO', 'AZEITE', 'BIFE DE COXAO MOLE', 'COGUMELOS', 'CORACAO DE FRANGO', 'GRANOLA', 'HAMBUGUER', 'LATA DE ERVILHA', 'LINGUICA', 'PAO DE FORMA', 'PAPINHA INFANTIL', 'PRESUNTO COZIDO', 'QUEIJO DE CABRA', 'SNACKS', 'ENERGETICO', 'REFRIGERANTE COLA', 'REFRIGERANTE LARANJA', 'CONDICIONADOR', 'ENXAGUANTE BUCAL', 'GEL', 'PRESERVATIVO', 'SABONETE', 'ALCOOL', 'CERA', 'DESINFETANTE', 'LIMPADOR MULTIUSO', 'SABAO EM PO', 'TIRA LIMO', 'VASSOURA', 'RACAO SECA PARA CAES', 'RACAO SECA PARA GATOS', 'UVA', 'TINTURAS', 'SARDINHA', 'SABAO EM PO', 'RODO', 'REMOVEDOR', 'REFRIGERANTE LIMaO', 'REFRIGERANTE GUARANA', 'RACAO UMIDA PARA CAES', 'PRESUNTO COZIDO', 'PATE', 'PAPINHA INFANTIL', 'PAO DE FORMA', 'PALMITO', 'MODELADOR', 'MAMAO', 'MACARRAO INSTANTANEO', 'MACARRAO', 'LIMPADOR PERFUMADO', 'LIMPADOR MULTIUSO', 'LATA DE MILHO', 'HIDRATANTE', 'HASTES FLEXIVEIS', 'HAMBUGUER', 'GRANOLA', 'FRALDA', 'FIXADOR', 'ENXAGUANTE BUCAL', 'COGUMELOS', 'CEBOLA', 'BROCOLIS', 'BISCOITO', 'AZEITONA', 'ATUM', 'ARROZ', 'ALMONDEGA']",2019-09-06,330,F,Solteiro,0,B,2019-09
103052,30,2019-09-06,85,68,"['MORDEDOR', 'ABACAXI', 'AZEITONA', 'BATATA DOCE', 'BIFE DE COXAO MOLE', 'BISCOITO', 'CAFE', 'COPA SUINA', 'CORACAO DE FRANGO', 'DOCE', 'KETCHUP', 'LATA DE MILHO', 'LIMAO', 'MACARRAO INSTANTANEO', 'MAMAO PAPAYA', 'MORTADELA', 'OVOS', 'PAPINHA INFANTIL', 'PATE', 'PRESUNTO COZIDO', 'QUEIJO DE CABRA', 'SARDINHA', 'SNACKS', 'ENERGETICO', 'REFRIGERANTE GUARANA', 'REFRIGERANTE LARANJA', 'ESCOVA DE DENTE', 'FIO DENTAL', 'PASTA DE DENTE', 'SABONETE', 'DESENGORDURANTE', 'DESINFETANTE', 'INSETICIDA', 'LIMPADOR MULTIUSO', 'REMOVEDOR', 'TIRA MANCHA', 'RACAO UMIDA PARA GATOS', 'TINTURAS', 'SNACKS', 'SABAO EM PO', 'RODO', 'REFRIGERANTE OUTROS', 'REFRIGERANTE LIMaO', 'RACAO UMIDA PARA CAES', 'RACAO SECA PARA CAES', 'QUEIJO DE CABRA', 'PRESUNTO COZIDO', 'PRESERVATIVO', 'OVOS', 'ODORIZADOR', 'MORTADELA', 'MORDEDOR', 'MODELADOR', 'LIMAO', 'LEITE CONDENSADO', 'HIDRATANTE', 'HAMBUGUER', 'GEL', 'FILE DE PEIXE', 'ENXAGUANTE BUCAL', 'CONDICIONADOR', 'CHA', 'CERA', 'CEBOLA', 'BROCOLIS', 'BIFE DE COXAO MOLE', 'BATATA', 'AZEITE']",2019-09-06,29,M,Solteiro,0,B,2019-09
103090,639,2019-09-06,15,14,"['ATUM', 'LEITE', 'LEITE CONDENSADO', 'MANGA', 'PATE', 'GEL', 'DESINFETANTE', 'SABAO', 'RACAO UMIDA PARA GATOS', 'LUSTRA MOVEIS', 'LINGUICA', 'FIXADOR', 'CONDICIONADOR', 'BIFE DE COXAO MOLE']",2019-09-06,638,M,Divorciado,0,C,2019-09
103153,83,2019-09-06,76,62,"['ACHOCOLATADO', 'ALHO', 'ARROZ', 'CEBOLA', 'COGUMELOS', 'DANETTE', 'FEIJAO', 'HAMBUGUER', 'LATA DE MILHO', 'MOLHO BARBECUE', 'PATE', 'PRESUNTO COZIDO', 'RICOTA', 'ENERGETICO', 'REFRIGERANTE LARANJA', 'CONDICIONADOR', 'CREME', 'ESCOVA DE DENTE', 'FIXADOR', 'PRESERVATIVO', 'TALCO', 'AGUA SANITARIA', 'BALDE', 'DESINFETANTE', 'DETERGENTE', 'INSETICIDA', 'RODO', 'VASSOURA', 'SNACKS', 'SARDINHA', 'SALGADINHOS DE MILHO', 'SABONETE', 'SABAO', 'REFRIGERANTE LARANJA', 'REFRIGERANTE GUARANA', 'OVOS', 'MACARRAO INSTANTANEO', 'LIMPADOR MULTIUSO', 'LIMAO', 'LEITE', 'LATA DE MILHO', 'INSETICIDA', 'FRALDA', 'FIXADOR', 'FILE DE PEIXE', 'FEIJAO', 'ENERGETICO', 'DETERGENTE', 'DANETTE', 'COXA E SOBRECOXA DE FRANGO', 'CORACAO DE FRANGO', 'COPA SUINA', 'COGUMELOS', 'CHA', 'CENOURA', 'BATATA DOCE', 'BANANA', 'BALDE', 'AZEITONA', 'ATUM', 'ARROZ INTEGRAL', 'ARROZ']",2019-09-06,82,M,Casado ou União Estável,4,B,2019-09
103251,871,2019-09-06,48,42,"['ARROZ INTEGRAL', 'BISCOITO', 'CENOURA', 'DANETTE', 'DOCE', 'IOGURTE', 'KETCHUP', 'OVOS', 'PAO DE FORMA', 'REQUEIJAO', 'FRALDA', 'GEL', 'HIDRATANTE', 'REPELENTE', 'AGUA SANITARIA', 'CERA', 'LIMPA VIDROS', 'VASSOURA', 'RACAO UMIDA PARA CAES', 'SABAO', 'RODO', 'REMOVEDOR', 'REFRIGERANTE OUTROS', 'RACAO SECA PARA GATOS', 'QUEIJO DE CABRA', 'PROTETOR SOLAR', 'ODORIZADOR', 'MODELADOR', 'MANGA', 'LIMPADOR PERFUMADO', 'LIMPADOR MULTIUSO', 'LIMPA VIDROS', 'LIMAO', 'IOGURTE', 'HASTES FLEXIVEIS', 'GRANOLA', 'GEL', 'DESENGORDURANTE', 'CONDICIONADOR', 'CHUPETA', 'CEBOLA', 'ALMONDEGA']",2019-09-06,870,F,Casado ou União Estável,3,C,2019-09
103310,766,2019-09-06,72,65,"['MORDEDOR', 'ABACAXI', 'ARROZ INTEGRAL', 'BISCOITO', 'COGUMELOS', 'COPA SUINA', 'COXA E SOBRECOXA DE FRANGO', 'FEIJAO', 'GRANOLA', 'HAMBUGUER', 'IOGURTE', 'KETCHUP', 'MACARRAO INSTANTANEO', 'OVOS', 'PRESUNTO COZIDO', 'SALGADINHOS DE MILHO', 'SARDINHA', 'TOMATE', 'ENERGETICO', 'CREME', 'FIXADOR', 'PASTA DE DENTE', 'PROTETOR SOLAR', 'TINTURAS', 'AGUA SANITARIA', 'AMACIANTE', 'BALDE', 'CERA', 'RACAO SECA PARA GATOS', 'VASSOURA', 'TIRA MANCHA', 'TINTURAS', 'TALCO', 'SALGADINHOS DE MILHO', 'SALGADINHO', 'SABAO EM PO', 'SABAO', 'REFRIGERANTE OUTROS', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'RACAO UMIDA PARA GATOS', 'QUEIJO DE CABRA', 'PRESUNTO COZIDO', 'PATE', 'PALMITO', 'OVOS', 'MANGA', 'MAMAO PAPAYA', 'MAMAO', 'MACARRAO INSTANTANEO', 'LINGUICA', 'LIMPA VIDROS', 'LIMAO', 'LATA DE MILHO', 'LATA DE ERVILHA', 'FEIJAO', 'ESCOVA DE DENTE', 'DESENGORDURANTE', 'COXA E SOBRECOXA DE FRANGO', 'CHA', 'CEBOLA', 'BROCOLIS', 'BATATA', 'AZEITE', 'ALMONDEGA']",2019-09-06,765,F,Casado ou União Estável,0,B,2019-09
103315,436,2019-09-06,46,43,"['CHUPETA', 'ABACATE', 'BATATA', 'FILE DE PEIXE', 'LATA DE MILHO', 'LEITE', 'MACARRAO INSTANTANEO', 'MAMAO PAPAYA', 'PAPINHA INFANTIL', 'QUEIJO MUSSARELA', 'RICOTA', 'ENERGETICO', 'REFRIGERANTE COLA', 'CREME', 'ENXAGUANTE BUCAL', 'FIO DENTAL', 'HASTES FLEXIVEIS', 'LENCO UMEDECIDO', 'PRESERVATIVO', 'SHAMPOO', 'INSETICIDA', 'ODORIZADOR', 'RACAO UMIDA PARA GATOS', 'TOMATE', 'TIRA MANCHA', 'SABONETE', 'REMOVEDOR', 'REFRIGERANTE LIMaO', 'PATE', 'MORDEDOR', 'MACARRAO INSTANTANEO', 'MACARRAO', 'LUSTRA MOVEIS', 'LINGUICA', 'LIMPADOR MULTIUSO', 'LIMAO', 'ENXAGUANTE BUCAL', 'DOCE', 'DETERGENTE', 'CEBOLA', 'BATATA', 'AZEITONA', 'ARROZ INTEGRAL']",2019-09-06,435,M,Divorciado,4,B,2019-09
103338,408,2019-09-06,88,77,"['ACHOCOLATADO', 'ALHO', 'ARROZ', 'AZEITE', 'AZEITONA', 'BANANA', 'BATATA', 'COGUMELOS', 'CORACAO DE FRANGO', 'DOCE', 'FEIJAO', 'LIMAO', 'MAMAO PAPAYA', 'MAMAO', 'MANGA', 'MOLHO BARBECUE', 'OVOS', 'PRESUNTO COZIDO', 'QUEIJO DE CABRA', 'SALGADINHO', 'SALGADINHOS DE MILHO', 'SARDINHA', 'REFRIGERANTE GUARANA', 'CREME', 'FIXADOR', 'HASTES FLEXIVEIS', 'MODELADOR', 'SHAMPOO', 'TINTURAS', 'ALCOOL', 'AMACIANTE', 'CERA', 'DESENGORDURANTE', 'DETERGENTE', 'LIMPA VIDROS', 'LIMPADOR PERFUMADO', 'REMOVEDOR', 'RODO', 'RACAO SECA PARA CAES', 'RACAO SECA PARA GATOS', 'VASSOURA', 'TIRA LIMO', 'TINTURAS', 'SNACKS', 'SHAMPOO', 'SARDINHA', 'SALGADINHO', 'SABAO', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'REFRIGERANTE COLA', 'QUEIJO MUSSARELA', 'PRESUNTO COZIDO', 'PRESUNTO COZIDO', 'PRESERVATIVO', 'MORDEDOR', 'MAMAO', 'MACARRAO INSTANTANEO', 'LUSTRA MOVEIS', 'LENCO UMEDECIDO', 'LATA DE MILHO', 'KETCHUP', 'HASTES FLEXIVEIS', 'GEL', 'FIO DENTAL', 'FILE DE PEIXE', 'ENERGETICO', 'DESINFETANTE', 'CORACAO DE FRANGO', 'CONDICIONADOR', 'COGUMELOS', 'CAFE', 'BIFE DE COXAO MOLE', 'BATATA', 'BANANA', 'BALDE', 'AZEITE']",2019-09-06,407,F,Solteiro,0,B,2019-09
103431,753,2019-09-06,33,31,"['ALMONDEGA', 'ARROZ', 'ARROZ INTEGRAL', 'DOCE', 'LATA DE ERVILHA', 'MACARRAO', 'MAMAO PAPAYA', 'OVOS', 'PRESUNTO COZIDO', 'RICOTA', 'REFRIGERANTE LARANJA', 'FIO DENTAL', 'SABONETE', 'TALCO', 'AGUA SANITARIA', 'LIMPADOR MULTIUSO', 'VASSOURA', 'TALCO', 'SALGADINHOS DE MILHO', 'SALGADINHO', 'RODO', 'RACAO SECA PARA CAES', 'PAO DE FORMA', 'IOGURTE', 'HAMBUGUER', 'CERA', 'CEBOLA', 'BISCOITO', 'BIFE DE COXAO MOLE', 'BALDE', 'AZEITE']",2019-09-06,752,F,Casado ou União Estável,3,C,2019-09
103471,125,2019-09-06,14,14,"['ATUM', 'PRESUNTO COZIDO', 'PRESUNTO COZIDO', 'DESENGORDURANTE', 'RACAO SECA PARA CAES', 'RACAO UMIDA PARA CAES', 'REFRIGERANTE LIMaO', 'PASTA DE DENTE', 'MACARRAO INSTANTANEO', 'HIDRATANTE', 'CHA', 'CEBOLA', 'BISCOITO', 'BALDE']",2019-09-06,124,M,Separado,0,B,2019-09
103561,33,2019-09-06,13,12,"['TALCO', 'ODORIZADOR', 'SABAO EM PO', 'RACAO SECA PARA CAES', 'UVA', 'TIRA MANCHA', 'RACAO UMIDA PARA GATOS', 'PRESERVATIVO', 'LATA DE ERVILHA', 'KETCHUP', 'FEIJAO', 'BROCOLIS']",2019-09-06,32,F,Divorciado,0,B,2019-09
103644,748,2019-09-06,38,31,"['CHUPETA', 'ACHOCOLATADO', 'CHA', 'FEIJAO', 'HAMBUGUER', 'LATA DE ERVILHA', 'SALGADINHO', 'SALGADINHOS DE MILHO', 'REFRIGERANTE COLA', 'ENXAGUANTE BUCAL', 'FIXADOR', 'FRALDA', 'HASTES FLEXIVEIS', 'PROTETOR SOLAR', 'AGUA SANITARIA', 'REMOVEDOR', 'TIRA LIMO', 'RACAO UMIDA PARA CAES', 'SARDINHA', 'PROTETOR SOLAR', 'PALMITO', 'MORTADELA', 'MAMAO', 'LIMPADOR MULTIUSO', 'KETCHUP', 'HIDRATANTE', 'DETERGENTE', 'DESINFETANTE', 'CHA', 'CEBOLA', 'ATUM']",2019-09-06,747,M,Solteiro,0,B,2019-09
103687,461,2019-09-06,44,40,"['CHUPETA', 'ABACAXI', 'ALHO', 'ATUM', 'FILE DE PEIXE', 'HAMBUGUER', 'LEITE', 'LIMAO', 'PATE', 'REQUEIJAO', 'SALGADINHOS DE MILHO', 'SNACKS', 'REFRIGERANTE OUTROS', 'ESCOVA DE DENTE', 'TALCO', 'CERA', 'DESINFETANTE', 'LIMPA VIDROS', 'ODORIZADOR', 'ALIMENTO PARA PASSARO', 'RACAO UMIDA PARA CAES', 'UVA', 'TOMATE', 'TIRA MANCHA', 'SALGADINHOS DE MILHO', 'REMOVEDOR', 'QUEIJO DE CABRA', 'PAPINHA INFANTIL', 'MANGA', 'MAMAO PAPAYA', 'LINGUICA', 'IOGURTE', 'ENERGETICO', 'DESENGORDURANTE', 'COGUMELOS', 'CHUPETA', 'BROCOLIS', 'BISCOITO', 'BIFE DE COXAO MOLE', 'ATUM']",2019-09-06,460,M,Separado,4,C,2019-09
103764,528,2019-09-06,71,62,"['ACHOCOLATADO', 'ALHO', 'ARROZ INTEGRAL', 'ATUM', 'AZEITE', 'AZEITONA', 'BISCOITO', 'COGUMELOS', 'HAMBUGUER', 'LEITE CONDENSADO', 'MOLHO BARBECUE', 'OVOS', 'PAO DE FORMA', 'REQUEIJAO', 'REFRIGERANTE LIMaO', 'ABSORVENTE', 'ESCOVA DE DENTE', 'FIXADOR', 'PAPEL HIGIENICO', 'SABONETE', 'SHAMPOO', 'TINTURAS', 'DETERGENTE', 'REMOVEDOR', 'UVA', 'SALGADINHOS DE MILHO', 'SABONETE', 'RODO', 'RICOTA', 'REMOVEDOR', 'REFRIGERANTE OUTROS', 'REFRIGERANTE LIMaO', 'RACAO UMIDA PARA CAES', 'QUEIJO DE CABRA', 'PROTETOR SOLAR', 'PRESUNTO COZIDO', 'PAO DE FORMA', 'PALMITO', 'MORTADELA', 'MORDEDOR', 'MAMAO PAPAYA', 'MACARRAO INSTANTANEO', 'LINGUICA', 'LATA DE MILHO', 'LATA DE ERVILHA', 'KETCHUP', 'INSETICIDA', 'HIDRATANTE', 'HAMBUGUER', 'GRANOLA', 'FRALDA', 'FILE DE PEIXE', 'FEIJAO', 'DOCE', 'CREME', 'COPA SUINA', 'COGUMELOS', 'CHA', 'BISCOITO', 'BATATA DOCE', 'BANANA', 'ATUM']",2019-09-06,527,M,Divorciado,2,C,2019-09
103842,162,2019-09-06,1,1,['SALGADINHO'],2019-09-06,161,F,Casado ou União Estável,1,B,2019-09
103852,14,2019-09-06,34,30,"['MORDEDOR', 'ABACAXI', 'COPA SUINA', 'FILE DE PEIXE', 'PALMITO', 'PAO DE FORMA', 'PRESUNTO COZIDO', 'SALGADINHOS DE MILHO', 'ENERGETICO', 'REFRIGERANTE LIMaO', 'SHAMPOO', 'INSETICIDA', 'RODO', 'SABAO EM PO', 'RACAO UMIDA PARA GATOS', 'MORDEDOR', 'MANGA', 'LINGUICA', 'LIMPADOR PERFUMADO', 'LIMAO', 'LENCO UMEDECIDO', 'LEITE', 'HIDRATANTE', 'FEIJAO', 'ESCOVA DE DENTE', 'DANETTE', 'COPA SUINA', 'COGUMELOS', 'CAFE', 'BANANA']",2019-09-06,13,M,Casado ou União Estável,3,B,2019-09
103870,848,2019-09-06,55,47,"['ALHO', 'ATUM', 'BROCOLIS', 'CAFE', 'CENOURA', 'HAMBUGUER', 'LEITE CONDENSADO', 'LINGUICA', 'PAPINHA INFANTIL', 'TOMATE', 'REFRIGERANTE LIMaO', 'ENXAGUANTE BUCAL', 'FIO DENTAL', 'MODELADOR', 'PAPEL HIGIENICO', 'PASTA DE DENTE', 'PROTETOR SOLAR', 'TALCO', 'BALDE', 'DESINFETANTE', 'LUSTRA MOVEIS', 'TIRA LIMO', 'ALIMENTO PARA PASSARO', 'RACAO UMIDA PARA GATOS', 'TIRA LIMO', 'TALCO', 'RICOTA', 'REFRIGERANTE OUTROS', 'QUEIJO MUSSARELA', 'PRESUNTO COZIDO', 'PAPINHA INFANTIL', 'MORTADELA', 'MODELADOR', 'MANGA', 'MAMAO PAPAYA', 'LUSTRA MOVEIS', 'LIMPADOR MULTIUSO', 'LIMAO', 'IOGURTE', 'HAMBUGUER', 'GEL', 'FRALDA', 'FILE DE PEIXE', 'CHUPETA', 'CERA', 'CENOURA', 'ARROZ INTEGRAL']",2019-09-06,847,F,Viúvo,3,A,2019-09
103969,345,2019-09-06,78,67,"['ABACAXI', 'ACHOCOLATADO', 'ARROZ', 'ATUM', 'BIFE DE COXAO MOLE', 'CENOURA', 'COPA SUINA', 'CORACAO DE FRANGO', 'COXA E SOBRECOXA DE FRANGO', 'KETCHUP', 'LATA DE ERVILHA', 'LATA DE MILHO', 'LEITE', 'PATE', 'PRESUNTO COZIDO', 'PRESUNTO COZIDO', 'RICOTA', 'SALGADINHO', 'UVA', 'ENERGETICO', 'REFRIGERANTE COLA', 'REFRIGERANTE LIMaO', 'FRALDA', 'GEL', 'REPELENTE', 'TINTURAS', 'BALDE', 'CERA', 'DESENGORDURANTE', 'DESINFETANTE', 'DETERGENTE', 'INSETICIDA', 'TIRA LIMO', 'VASSOURA', 'ALIMENTO PARA PASSARO', 'RACAO SECA PARA GATOS', 'UVA', 'TIRA MANCHA', 'SALGADINHO', 'SABAO EM PO', 'REFRIGERANTE LIMaO', 'REFRIGERANTE LARANJA', 'RACAO UMIDA PARA GATOS', 'PROTETOR SOLAR', 'PATE', 'PAPINHA INFANTIL', 'PAO DE FORMA', 'MORDEDOR', 'MAMAO PAPAYA', 'MACARRAO INSTANTANEO', 'LIMAO', 'LEITE CONDENSADO', 'LEITE', 'LATA DE MILHO', 'KETCHUP', 'GEL', 'DETERGENTE', 'DESINFETANTE', 'DESENGORDURANTE', 'COXA E SOBRECOXA DE FRANGO', 'COPA SUINA', 'CHA', 'CERA', 'CENOURA', 'CEBOLA', 'BIFE DE COXAO MOLE', 'BALDE']",2019-09-06,344,F,Divorciado,3,B,2019-09
103977,344,2019-09-06,50,46,"['ABACATE', 'ALHO', 'BROCOLIS', 'CENOURA', 'DOCE', 'FEIJAO', 'PATE', 'REQUEIJAO', 'UVA', 'ABSORVENTE', 'CONDICIONADOR', 'GEL', 'MODELADOR', 'REPELENTE', 'TALCO', 'DESENGORDURANTE', 'DETERGENTE', 'RODO', 'SABAO EM PO', 'VASSOURA', 'RACAO SECA PARA GATOS', 'SABAO EM PO', 'SABAO', 'REFRIGERANTE OUTROS', 'REFRIGERANTE GUARANA', 'RACAO UMIDA PARA GATOS', 'RACAO UMIDA PARA CAES', 'QUEIJO MUSSARELA', 'PROTETOR SOLAR', 'PRESUNTO COZIDO', 'PRESERVATIVO', 'PASTA DE DENTE', 'MODELADOR', 'LIMPADOR PERFUMADO', 'LIMPA VIDROS', 'KETCHUP', 'HASTES FLEXIVEIS', 'GEL', 'FILE DE PEIXE', 'DOCE', 'CORACAO DE FRANGO', 'COPA SUINA', 'BISCOITO', 'BANANA', 'AZEITE', 'ALMONDEGA']",2019-09-06,343,M,Separado,0,B,2019-09
103981,601,2019-09-06,30,25,"['CHUPETA', 'COXA E SOBRECOXA DE FRANGO', 'DANETTE', 'IOGURTE', 'LEITE', 'PAPINHA INFANTIL', 'TOMATE', 'REFRIGERANTE LARANJA', 'MODELADOR', 'DESINFETANTE', 'LIMPA VIDROS', 'ALIMENTO PARA PASSARO', 'RACAO SECA PARA GATOS', 'TALCO', 'SARDINHA', 'SABONETE', 'REFRIGERANTE LIMaO', 'PRESUNTO COZIDO', 'PRESUNTO COZIDO', 'MAMAO PAPAYA', 'LINGUICA', 'INSETICIDA', 'DESENGORDURANTE', 'COPA SUINA', 'CENOURA']",2019-09-06,600,M,Solteiro,0,A,2019-09
104019,196,2019-09-06,53,49,"['CHUPETA', 'ABACATE', 'ARROZ', 'AZEITE', 'BIFE DE COXAO MOLE', 'BROCOLIS', 'COGUMELOS', 'DANETTE', 'DOCE', 'HAMBUGUER', 'IOGURTE', 'LATA DE ERVILHA', 'MACARRAO', 'MACARRAO INSTANTANEO', 'MAMAO', 'PALMITO', 'PRESUNTO COZIDO', 'UVA', 'REFRIGERANTE COLA', 'REFRIGERANTE GUARANA', 'REFRIGERANTE OUTROS', 'PAPEL HIGIENICO', 'SABONETE', 'SHAMPOO', 'DESINFETANTE', 'LUSTRA MOVEIS', 'RACAO UMIDA PARA GATOS', 'TOMATE', 'TINTURAS', 'REQUEIJAO', 'REMOVEDOR', 'REFRIGERANTE OUTROS', 'REFRIGERANTE LIMaO', 'REFRIGERANTE GUARANA', 'QUEIJO DE CABRA', 'LIMPADOR PERFUMADO', 'LIMAO', 'LEITE', 'LATA DE MILHO', 'IOGURTE', 'GEL', 'FILE DE PEIXE', 'ESCOVA DE DENTE', 'CHA', 'CERA', 'CENOURA', 'CAFE', 'BATATA DOCE', 'AZEITONA']",2019-09-06,195,M,Divorciado,0,B,2019-09
104044,223,2019-09-06,15,13,"['AZEITE', 'BROCOLIS', 'MOLHO BARBECUE', 'REFRIGERANTE LIMaO', 'REFRIGERANTE OUTROS', 'LENCO UMEDECIDO', 'TINTURAS', 'DETERGENTE', 'TIRA MANCHA', 'RACAO SECA PARA CAES', 'LENCO UMEDECIDO', 'CREME', 'ARROZ']",2019-09-06,222,F,Separado,0,B,2019-09
104111,842,2019-09-06,17,17,"['LATA DE MILHO', 'MACARRAO', 'ENERGETICO', 'REFRIGERANTE COLA', 'REFRIGERANTE LIMaO', 'ENXAGUANTE BUCAL', 'MODELADOR', 'LUSTRA MOVEIS', 'RICOTA', 'RACAO SECA PARA GATOS', 'PRESUNTO COZIDO', 'PATE', 'PAPINHA INFANTIL', 'MOLHO BARBECUE', 'LUSTRA MOVEIS', 'ESCOVA DE DENTE', 'CONDICIONADOR']",2019-09-06,841,M,Viúvo,2,B,2019-09
104137,442,2019-09-06,55,50,"['AZEITE', 'BIFE DE COXAO MOLE', 'BISCOITO', 'DANETTE', 'FEIJAO', 'HAMBUGUER', 'LEITE', 'LINGUICA', 'MOLHO BARBECUE', 'MORTADELA', 'PAPINHA INFANTIL', 'QUEIJO DE CABRA', 'FIO DENTAL', 'FRALDA', 'PASTA DE DENTE', 'PRESERVATIVO', 'REPELENTE', 'SABONETE', 'SHAMPOO', 'DESINFETANTE', 'LUSTRA MOVEIS', 'TIRA MANCHA', 'RACAO SECA PARA GATOS', 'TIRA MANCHA', 'TALCO', 'SABAO EM PO', 'REFRIGERANTE LARANJA', 'RACAO UMIDA PARA GATOS', 'RACAO UMIDA PARA CAES', 'PRESUNTO COZIDO', 'PAPINHA INFANTIL', 'OVOS', 'MORTADELA', 'MOLHO BARBECUE', 'MANGA', 'MAMAO', 'LINGUICA', 'LIMPADOR PERFUMADO', 'KETCHUP', 'IOGURTE', 'FIXADOR', 'DETERGENTE', 'CERA', 'CENOURA', 'CAFE', 'BIFE DE COXAO MOLE', 'BATATA', 'BANANA', 'AZEITE', 'AMACIANTE']",2019-09-06,441,F,Separado,2,B,2019-09
104153,157,2019-09-06,30,29,"['ARROZ', 'BANANA', 'LATA DE ERVILHA', 'QUEIJO MUSSARELA', 'SALGADINHO', 'SALGADINHOS DE MILHO', 'REFRIGERANTE COLA', 'REFRIGERANTE GUARANA', 'LENCO UMEDECIDO', 'REPELENTE', 'VASSOURA', 'SNACKS', 'REFRIGERANTE OUTROS', 'PROTETOR SOLAR', 'MAMAO PAPAYA', 'MACARRAO', 'HAMBUGUER', 'FIO DENTAL', 'FEIJAO', 'CREME', 'COXA E SOBRECOXA DE FRANGO', 'COGUMELOS', 'CHUPETA', 'CERA', 'CEBOLA', 'BROCOLIS', 'BATATA', 'AZEITE', 'ATUM']",2019-09-06,156,M,Casado ou União Estável,1,C,2019-09
